ctcf	sequence	type
MACS_peak_7999	ENSG00000141503	gene
MACS_peak_8000	ENSG00000108561	gene
MACS_peak_8001	ENSG00000285471	gene
MACS_peak_8002	ENSG00000285471	gene
MACS_peak_8003	ENSG00000285471	gene
MACS_peak_8006	ENSG00000167858	gene
MACS_peak_8009	ENSG00000108839	gene
MACS_peak_8010	ENSG00000108839	gene
MACS_peak_8012	ENSG00000183914	gene
MACS_peak_8013	ENSG00000183914	gene
MACS_peak_8016	ENSG00000179477	gene
MACS_peak_8018	ENSG00000263620	gene
MACS_peak_8025	ENSG00000170310	gene
MACS_peak_8026	ENSG00000170310	gene
MACS_peak_8027	ENSG00000154914	gene
MACS_peak_8028	ENSG00000154914	gene
MACS_peak_8029	ENSG00000154914	gene
MACS_peak_8033	ENSG00000007237	gene
MACS_peak_8036	ENSG00000133028	gene
MACS_peak_8040	ENSG00000007174	gene
MACS_peak_8041	ENSG00000007174	gene
MACS_peak_8042	ENSG00000007174	gene
MACS_peak_8043	ENSG00000007174	gene
MACS_peak_8044	ENSG00000065559	gene
MACS_peak_8056	ENSG00000006695	gene
MACS_peak_8059	ENSG00000109099	gene
MACS_peak_8061	ENSG00000239704	gene
MACS_peak_8061	ENSG00000175106	gene
MACS_peak_8061	ENSG00000259024	gene
MACS_peak_8068	ENSG00000170160	gene
MACS_peak_8074	ENSG00000108591	gene
MACS_peak_8079	ENSG00000154016	gene
MACS_peak_8084	ENSG00000189152	gene
MACS_peak_8090	ENSG00000128487	gene
MACS_peak_8091	ENSG00000128487	gene
MACS_peak_8092	ENSG00000128487	gene
MACS_peak_8097	ENSG00000205212	gene
MACS_peak_8098	ENSG00000205212	gene
MACS_peak_8100	ENSG00000124422	gene
MACS_peak_8103	ENSG00000109016	gene
MACS_peak_8104	ENSG00000212719	gene
MACS_peak_8105	ENSG00000212719	gene
MACS_peak_8127	ENSG00000141068	gene
MACS_peak_8128	ENSG00000141068	gene
MACS_peak_8129	ENSG00000141068	gene
MACS_peak_8130	ENSG00000141068	gene
MACS_peak_8138	ENSG00000258472	gene
MACS_peak_8138	ENSG00000109103	gene
MACS_peak_8139	ENSG00000198242	gene
MACS_peak_8140	ENSG00000160602	gene
MACS_peak_8140	ENSG00000160606	gene
MACS_peak_8141	ENSG00000076604	gene
MACS_peak_8143	ENSG00000109118	gene
MACS_peak_8146	ENSG00000108255	gene
MACS_peak_8147	ENSG00000108256	gene
MACS_peak_8148	ENSG00000141298	gene
MACS_peak_8149	ENSG00000176927	gene
MACS_peak_8150	ENSG00000176927	gene
MACS_peak_8153	ENSG00000178691	gene
MACS_peak_8156	ENSG00000176658	gene
MACS_peak_8157	ENSG00000176658	gene
MACS_peak_8158	ENSG00000176658	gene
MACS_peak_8159	ENSG00000176658	gene
MACS_peak_8161	ENSG00000108684	gene
MACS_peak_8162	ENSG00000108684	gene
MACS_peak_8169	ENSG00000274808	gene
MACS_peak_8171	ENSG00000274933	gene
MACS_peak_8173	ENSG00000274226	gene
MACS_peak_8175	ENSG00000278540	gene
MACS_peak_8176	ENSG00000273513	gene
MACS_peak_8178	ENSG00000274512	gene
MACS_peak_8184	ENSG00000108306	gene
MACS_peak_8185	ENSG00000167258	gene
MACS_peak_8188	ENSG00000264058	gene
MACS_peak_8188	ENSG00000073584	gene
MACS_peak_8200	ENSG00000168259	gene
MACS_peak_8201	ENSG00000267261	gene
MACS_peak_8201	ENSG00000108774	gene
MACS_peak_8202	ENSG00000168610	gene
MACS_peak_8203	ENSG00000177469	gene
MACS_peak_8204	ENSG00000108784	gene
MACS_peak_8205	ENSG00000108799	gene
MACS_peak_8206	ENSG00000236383	gene
MACS_peak_8210	ENSG00000175832	gene
MACS_peak_8210	ENSG00000067596	gene
MACS_peak_8211	ENSG00000108861	gene
MACS_peak_8212	ENSG00000108852	gene
MACS_peak_8215	ENSG00000161692	gene
MACS_peak_8216	ENSG00000181513	gene
MACS_peak_8217	ENSG00000263715	gene
MACS_peak_8220	ENSG00000186868	gene
MACS_peak_8222	ENSG00000228696	gene
MACS_peak_8223	ENSG00000073969	gene
MACS_peak_8224	ENSG00000073969	gene
MACS_peak_8225	ENSG00000158955	gene
MACS_peak_8226	ENSG00000262633	gene
MACS_peak_8227	ENSG00000259753	gene
MACS_peak_8228	ENSG00000259753	gene
MACS_peak_8229	ENSG00000178852	gene
MACS_peak_8232	ENSG00000141279	gene
MACS_peak_8233	ENSG00000198933	gene
MACS_peak_8235	ENSG00000159111	gene
MACS_peak_8238	ENSG00000108439	gene
MACS_peak_8242	ENSG00000005243	gene
MACS_peak_8243	ENSG00000108468	gene
MACS_peak_8244	ENSG00000108468	gene
MACS_peak_8245	ENSG00000108468	gene
MACS_peak_8247	ENSG00000141293	gene
MACS_peak_8248	ENSG00000141293	gene
MACS_peak_8249	ENSG00000141293	gene
MACS_peak_8250	ENSG00000141293	gene
MACS_peak_8251	ENSG00000141293	gene
MACS_peak_8252	ENSG00000141293	gene
MACS_peak_8255	ENSG00000120093	gene
MACS_peak_8256	ENSG00000120093	gene
MACS_peak_8260	ENSG00000170703	gene
MACS_peak_8261	ENSG00000170703	gene
MACS_peak_8265	ENSG00000159210	gene
MACS_peak_8267	ENSG00000159217	gene
MACS_peak_8269	ENSG00000108798	gene
MACS_peak_8270	ENSG00000173868	gene
MACS_peak_8271	ENSG00000198740	gene
MACS_peak_8272	ENSG00000198740	gene
MACS_peak_8274	ENSG00000167085	gene
MACS_peak_8280	ENSG00000121073	gene
MACS_peak_8281	ENSG00000121104	gene
MACS_peak_8282	ENSG00000121104	gene
MACS_peak_8283	ENSG00000005884	gene
MACS_peak_8284	ENSG00000005884	gene
MACS_peak_8285	ENSG00000108819	gene
MACS_peak_8286	ENSG00000108821	gene
MACS_peak_8287	ENSG00000108821	gene
MACS_peak_8289	ENSG00000136444	gene
MACS_peak_8294	ENSG00000008294	gene
MACS_peak_8295	ENSG00000008294	gene
MACS_peak_8305	ENSG00000154975	gene
MACS_peak_8306	ENSG00000154975	gene
MACS_peak_8307	ENSG00000154975	gene
MACS_peak_8308	ENSG00000154975	gene
MACS_peak_8309	ENSG00000154975	gene
MACS_peak_8310	ENSG00000154975	gene
MACS_peak_8337	ENSG00000166263	gene
MACS_peak_8338	ENSG00000166263	gene
MACS_peak_8339	ENSG00000166263	gene
MACS_peak_8340	ENSG00000166263	gene
MACS_peak_8341	ENSG00000166263	gene
MACS_peak_8343	ENSG00000261873	gene
MACS_peak_8344	ENSG00000261873	gene
MACS_peak_8352	ENSG00000141179	gene
MACS_peak_8353	ENSG00000141179	gene
MACS_peak_8354	ENSG00000141179	gene
MACS_peak_8355	ENSG00000141179	gene
MACS_peak_8356	ENSG00000153930	gene
MACS_peak_8357	ENSG00000153930	gene
MACS_peak_8358	ENSG00000153930	gene
MACS_peak_8359	ENSG00000153930	gene
MACS_peak_8360	ENSG00000153930	gene
MACS_peak_8361	ENSG00000153930	gene
MACS_peak_8362	ENSG00000153930	gene
MACS_peak_8363	ENSG00000153930	gene
MACS_peak_8364	ENSG00000153930	gene
MACS_peak_8365	ENSG00000153930	gene
MACS_peak_8366	ENSG00000153930	gene
MACS_peak_8367	ENSG00000153930	gene
MACS_peak_8368	ENSG00000153930	gene
MACS_peak_8369	ENSG00000153930	gene
MACS_peak_8378	ENSG00000121064	gene
MACS_peak_8381	ENSG00000153944	gene
MACS_peak_8382	ENSG00000153944	gene
MACS_peak_8388	ENSG00000180891	gene
MACS_peak_8389	ENSG00000180891	gene
MACS_peak_8390	ENSG00000180891	gene
MACS_peak_8391	ENSG00000266086	gene
MACS_peak_8395	ENSG00000167419	gene
MACS_peak_8396	ENSG00000005381	gene
MACS_peak_8397	ENSG00000005379	gene
MACS_peak_8398	ENSG00000285897	gene
MACS_peak_8398	ENSG00000213246	gene
MACS_peak_8400	ENSG00000176160	gene
MACS_peak_8401	ENSG00000176160	gene
MACS_peak_8402	ENSG00000121101	gene
MACS_peak_8404	ENSG00000121101	gene
MACS_peak_8405	ENSG00000121101	gene
MACS_peak_8406	ENSG00000121101	gene
MACS_peak_8407	ENSG00000121101	gene
MACS_peak_8408	ENSG00000121101	gene
MACS_peak_8409	ENSG00000121101	gene
MACS_peak_8409	ENSG00000266826	gene
MACS_peak_8412	ENSG00000175175	gene
MACS_peak_8413	ENSG00000175175	gene
MACS_peak_8414	ENSG00000175175	gene
MACS_peak_8415	ENSG00000175175	gene
MACS_peak_8416	ENSG00000175175	gene
MACS_peak_8417	ENSG00000175175	gene
MACS_peak_8418	ENSG00000175175	gene
MACS_peak_8419	ENSG00000175175	gene
MACS_peak_8420	ENSG00000175175	gene
MACS_peak_8421	ENSG00000175175	gene
MACS_peak_8422	ENSG00000175175	gene
MACS_peak_8423	ENSG00000108395	gene
MACS_peak_8424	ENSG00000108395	gene
MACS_peak_8425	ENSG00000108395	gene
MACS_peak_8427	ENSG00000108395	gene
MACS_peak_8429	ENSG00000108395	gene
MACS_peak_8430	ENSG00000108395	gene
MACS_peak_8431	ENSG00000108395	gene
MACS_peak_8433	ENSG00000108395	gene
MACS_peak_8434	ENSG00000108395	gene
MACS_peak_8435	ENSG00000108395	gene
MACS_peak_8436	ENSG00000108395	gene
MACS_peak_8437	ENSG00000068489	gene
MACS_peak_8446	ENSG00000108406	gene
MACS_peak_8447	ENSG00000108406	gene
MACS_peak_8448	ENSG00000108406	gene
MACS_peak_8449	ENSG00000062716	gene
MACS_peak_8450	ENSG00000062716	gene
MACS_peak_8451	ENSG00000062716	gene
MACS_peak_8452	ENSG00000062716	gene
MACS_peak_8453	ENSG00000062716	gene
MACS_peak_8454	ENSG00000062716	gene
MACS_peak_8455	ENSG00000062716	gene
MACS_peak_8456	ENSG00000062716	gene
MACS_peak_8457	ENSG00000062716	gene
MACS_peak_8465	ENSG00000108423	gene
MACS_peak_8466	ENSG00000108443	gene
MACS_peak_8468	ENSG00000108443	gene
MACS_peak_8469	ENSG00000108443	gene
MACS_peak_8470	ENSG00000108443	gene
MACS_peak_8471	ENSG00000108443	gene
MACS_peak_8471	ENSG00000267318	gene
MACS_peak_8472	ENSG00000189050	gene
MACS_peak_8472	ENSG00000267318	gene
MACS_peak_8473	ENSG00000267318	gene
MACS_peak_8477	ENSG00000068097	gene
MACS_peak_8478	ENSG00000068097	gene
MACS_peak_8479	ENSG00000068097	gene
MACS_peak_8486	ENSG00000170832	gene
MACS_peak_8487	ENSG00000170832	gene
MACS_peak_8488	ENSG00000170832	gene
MACS_peak_8489	ENSG00000170832	gene
MACS_peak_8491	ENSG00000170832	gene
MACS_peak_8493	ENSG00000170832	gene
MACS_peak_8494	ENSG00000170832	gene
MACS_peak_8495	ENSG00000170832	gene
MACS_peak_8496	ENSG00000170832	gene
MACS_peak_8497	ENSG00000170832	gene
MACS_peak_8498	ENSG00000170832	gene
MACS_peak_8499	ENSG00000170832	gene
MACS_peak_8500	ENSG00000170832	gene
MACS_peak_8502	ENSG00000170832	gene
MACS_peak_8503	ENSG00000170832	gene
MACS_peak_8504	ENSG00000170832	gene
MACS_peak_8505	ENSG00000170832	gene
MACS_peak_8506	ENSG00000170832	gene
MACS_peak_8507	ENSG00000170832	gene
MACS_peak_8508	ENSG00000170832	gene
MACS_peak_8509	ENSG00000141371	gene
MACS_peak_8509	ENSG00000170832	gene
MACS_peak_8510	ENSG00000141371	gene
MACS_peak_8510	ENSG00000170832	gene
MACS_peak_8513	ENSG00000062725	gene
MACS_peak_8514	ENSG00000062725	gene
MACS_peak_8515	ENSG00000062725	gene
MACS_peak_8516	ENSG00000062725	gene
MACS_peak_8517	ENSG00000062725	gene
MACS_peak_8524	ENSG00000170836	gene
MACS_peak_8525	ENSG00000170836	gene
MACS_peak_8526	ENSG00000170836	gene
MACS_peak_8528	ENSG00000170836	gene
MACS_peak_8529	ENSG00000170836	gene
MACS_peak_8530	ENSG00000170836	gene
MACS_peak_8531	ENSG00000170836	gene
MACS_peak_8532	ENSG00000170836	gene
MACS_peak_8533	ENSG00000141376	gene
MACS_peak_8534	ENSG00000141376	gene
MACS_peak_8535	ENSG00000141376	gene
MACS_peak_8536	ENSG00000141376	gene
MACS_peak_8538	ENSG00000141376	gene
MACS_peak_8539	ENSG00000141376	gene
MACS_peak_8540	ENSG00000141376	gene
MACS_peak_8541	ENSG00000141376	gene
MACS_peak_8543	ENSG00000141376	gene
MACS_peak_8544	ENSG00000141376	gene
MACS_peak_8545	ENSG00000141376	gene
MACS_peak_8549	ENSG00000141376	gene
MACS_peak_8552	ENSG00000141376	gene
MACS_peak_8553	ENSG00000141376	gene
MACS_peak_8554	ENSG00000141376	gene
MACS_peak_8555	ENSG00000141376	gene
MACS_peak_8556	ENSG00000141376	gene
MACS_peak_8557	ENSG00000141376	gene
MACS_peak_8558	ENSG00000141376	gene
MACS_peak_8559	ENSG00000141376	gene
MACS_peak_8560	ENSG00000141376	gene
MACS_peak_8561	ENSG00000141376	gene
MACS_peak_8562	ENSG00000141376	gene
MACS_peak_8563	ENSG00000141376	gene
MACS_peak_8564	ENSG00000141376	gene
MACS_peak_8565	ENSG00000141376	gene
MACS_peak_8566	ENSG00000141376	gene
MACS_peak_8567	ENSG00000141376	gene
MACS_peak_8568	ENSG00000141376	gene
MACS_peak_8569	ENSG00000141376	gene
MACS_peak_8570	ENSG00000141376	gene
MACS_peak_8571	ENSG00000141376	gene
MACS_peak_8572	ENSG00000141376	gene
MACS_peak_8573	ENSG00000141376	gene
MACS_peak_8575	ENSG00000141376	gene
MACS_peak_8576	ENSG00000141376	gene
MACS_peak_8578	ENSG00000141376	gene
MACS_peak_8579	ENSG00000141376	gene
MACS_peak_8583	ENSG00000121068	gene
MACS_peak_8597	ENSG00000121075	gene
MACS_peak_8598	ENSG00000121075	gene
MACS_peak_8645	ENSG00000136492	gene
MACS_peak_8646	ENSG00000136492	gene
MACS_peak_8648	ENSG00000136492	gene
MACS_peak_8650	ENSG00000136492	gene
MACS_peak_8651	ENSG00000136492	gene
MACS_peak_8652	ENSG00000136492	gene
MACS_peak_8653	ENSG00000136492	gene
MACS_peak_8654	ENSG00000136492	gene
MACS_peak_8655	ENSG00000136492	gene
MACS_peak_8656	ENSG00000136492	gene
MACS_peak_8657	ENSG00000136492	gene
MACS_peak_8659	ENSG00000136492	gene
MACS_peak_8661	ENSG00000136492	gene
MACS_peak_8662	ENSG00000136492	gene
MACS_peak_8664	ENSG00000136492	gene
MACS_peak_8665	ENSG00000136492	gene
MACS_peak_8667	ENSG00000136492	gene
MACS_peak_8668	ENSG00000136492	gene
MACS_peak_8669	ENSG00000136492	gene
MACS_peak_8670	ENSG00000136492	gene
MACS_peak_8671	ENSG00000136492	gene
MACS_peak_8673	ENSG00000136492	gene
MACS_peak_8674	ENSG00000136492	gene
MACS_peak_8675	ENSG00000136492	gene
MACS_peak_8676	ENSG00000136492	gene
MACS_peak_8678	ENSG00000136492	gene
MACS_peak_8680	ENSG00000136492	gene
MACS_peak_8681	ENSG00000136492	gene
MACS_peak_8682	ENSG00000136492	gene
MACS_peak_8684	ENSG00000136492	gene
MACS_peak_8685	ENSG00000136492	gene
MACS_peak_8688	ENSG00000108506	gene
MACS_peak_8689	ENSG00000108506	gene
MACS_peak_8690	ENSG00000108506	gene
MACS_peak_8691	ENSG00000108506	gene
MACS_peak_8692	ENSG00000108506	gene
MACS_peak_8693	ENSG00000108506	gene
MACS_peak_8695	ENSG00000108506	gene
MACS_peak_8696	ENSG00000108506	gene
MACS_peak_8697	ENSG00000108510	gene
MACS_peak_8699	ENSG00000108510	gene
MACS_peak_8711	ENSG00000146872	gene
MACS_peak_8712	ENSG00000146872	gene
MACS_peak_8713	ENSG00000146872	gene
MACS_peak_8714	ENSG00000146872	gene
MACS_peak_8716	ENSG00000011028	gene
MACS_peak_8717	ENSG00000173838	gene
MACS_peak_8718	ENSG00000173838	gene
MACS_peak_8719	ENSG00000173838	gene
MACS_peak_8720	ENSG00000173838	gene
MACS_peak_8725	ENSG00000170921	gene
MACS_peak_8726	ENSG00000170921	gene
MACS_peak_8727	ENSG00000170921	gene
MACS_peak_8728	ENSG00000170921	gene
MACS_peak_8729	ENSG00000170921	gene
MACS_peak_8730	ENSG00000170921	gene
MACS_peak_8731	ENSG00000170921	gene
MACS_peak_8732	ENSG00000170921	gene
MACS_peak_8733	ENSG00000170921	gene
MACS_peak_8734	ENSG00000170921	gene
MACS_peak_8735	ENSG00000170921	gene
MACS_peak_8736	ENSG00000264813	gene
MACS_peak_8736	ENSG00000159640	gene
MACS_peak_8738	ENSG00000198909	gene
MACS_peak_8738	ENSG00000266173	gene
MACS_peak_8739	ENSG00000266173	gene
MACS_peak_8739	ENSG00000136490	gene
MACS_peak_8740	ENSG00000198231	gene
MACS_peak_8748	ENSG00000285947	gene
MACS_peak_8749	ENSG00000007314	gene
MACS_peak_8751	ENSG00000108622	gene
MACS_peak_8752	ENSG00000108622	gene
MACS_peak_8756	ENSG00000136478	gene
MACS_peak_8759	ENSG00000261371	gene
MACS_peak_8760	ENSG00000261371	gene
MACS_peak_8762	ENSG00000256525	gene
MACS_peak_8764	ENSG00000256525	gene
MACS_peak_8765	ENSG00000108654	gene
MACS_peak_8765	ENSG00000258890	gene
MACS_peak_8766	ENSG00000258890	gene
MACS_peak_8767	ENSG00000258890	gene
MACS_peak_8768	ENSG00000108854	gene
MACS_peak_8769	ENSG00000108854	gene
MACS_peak_8770	ENSG00000108854	gene
MACS_peak_8771	ENSG00000108854	gene
MACS_peak_8779	ENSG00000120063	gene
MACS_peak_8781	ENSG00000108370	gene
MACS_peak_8782	ENSG00000108370	gene
MACS_peak_8783	ENSG00000108370	gene
MACS_peak_8794	ENSG00000266076	gene
MACS_peak_8794	ENSG00000168646	gene
MACS_peak_8795	ENSG00000266076	gene
MACS_peak_8796	ENSG00000266076	gene
MACS_peak_8797	ENSG00000154240	gene
MACS_peak_8798	ENSG00000154240	gene
MACS_peak_8799	ENSG00000154240	gene
MACS_peak_8800	ENSG00000154240	gene
MACS_peak_8801	ENSG00000154240	gene
MACS_peak_8802	ENSG00000154240	gene
MACS_peak_8803	ENSG00000154240	gene
MACS_peak_8804	ENSG00000154229	gene
MACS_peak_8805	ENSG00000154229	gene
MACS_peak_8806	ENSG00000154229	gene
MACS_peak_8807	ENSG00000154229	gene
MACS_peak_8808	ENSG00000154229	gene
MACS_peak_8809	ENSG00000154229	gene
MACS_peak_8810	ENSG00000154229	gene
MACS_peak_8811	ENSG00000154229	gene
MACS_peak_8812	ENSG00000154229	gene
MACS_peak_8813	ENSG00000154229	gene
MACS_peak_8814	ENSG00000154229	gene
MACS_peak_8815	ENSG00000075429	gene
MACS_peak_8818	ENSG00000198265	gene
MACS_peak_8819	ENSG00000198265	gene
MACS_peak_8821	ENSG00000197170	gene
MACS_peak_8823	ENSG00000154217	gene
MACS_peak_8824	ENSG00000154217	gene
MACS_peak_8825	ENSG00000154217	gene
MACS_peak_8826	ENSG00000154217	gene
MACS_peak_8827	ENSG00000154217	gene
MACS_peak_8828	ENSG00000154217	gene
MACS_peak_8829	ENSG00000154217	gene
MACS_peak_8830	ENSG00000154217	gene
MACS_peak_8835	ENSG00000171634	gene
MACS_peak_8836	ENSG00000171634	gene
MACS_peak_8837	ENSG00000171634	gene
MACS_peak_8838	ENSG00000171634	gene
MACS_peak_8840	ENSG00000182481	gene
MACS_peak_8845	ENSG00000141337	gene
MACS_peak_8846	ENSG00000141337	gene
MACS_peak_8847	ENSG00000070540	gene
MACS_peak_8857	ENSG00000141338	gene
MACS_peak_8862	ENSG00000154262	gene
MACS_peak_8863	ENSG00000154262	gene
MACS_peak_8864	ENSG00000154263	gene
MACS_peak_8865	ENSG00000154265	gene
MACS_peak_8866	ENSG00000154265	gene
MACS_peak_8867	ENSG00000154265	gene
MACS_peak_8870	ENSG00000108984	gene
MACS_peak_8871	ENSG00000108984	gene
MACS_peak_8872	ENSG00000108984	gene
MACS_peak_8873	ENSG00000108984	gene
MACS_peak_8909	ENSG00000179604	gene
MACS_peak_8910	ENSG00000069188	gene
MACS_peak_8913	ENSG00000257008	gene
MACS_peak_8915	ENSG00000109066	gene
MACS_peak_8916	ENSG00000170190	gene
MACS_peak_8918	ENSG00000177885	gene
MACS_peak_8919	ENSG00000177885	gene
MACS_peak_8921	ENSG00000177303	gene
MACS_peak_8923	ENSG00000266714	gene
MACS_peak_8924	ENSG00000266714	gene
MACS_peak_8925	ENSG00000266714	gene
MACS_peak_8926	ENSG00000108469	gene
MACS_peak_8927	ENSG00000108469	gene
MACS_peak_8927	ENSG00000204323	gene
MACS_peak_8928	ENSG00000108469	gene
MACS_peak_8929	ENSG00000161526	gene
MACS_peak_8930	ENSG00000132470	gene
MACS_peak_8931	ENSG00000132470	gene
MACS_peak_8932	ENSG00000132475	gene
MACS_peak_8933	ENSG00000132475	gene
MACS_peak_8934	ENSG00000132478	gene
MACS_peak_8935	ENSG00000167881	gene
MACS_peak_8936	ENSG00000175931	gene
MACS_peak_8937	ENSG00000161544	gene
MACS_peak_8937	ENSG00000214140	gene
MACS_peak_8938	ENSG00000182534	gene
MACS_peak_8939	ENSG00000167889	gene
MACS_peak_8943	ENSG00000078687	gene
MACS_peak_8944	ENSG00000078687	gene
MACS_peak_8945	ENSG00000078687	gene
MACS_peak_8948	ENSG00000087157	gene
MACS_peak_8949	ENSG00000187775	gene
MACS_peak_8950	ENSG00000108669	gene
MACS_peak_8951	ENSG00000108679	gene
MACS_peak_8954	ENSG00000167281	gene
MACS_peak_8955	ENSG00000182156	gene
MACS_peak_8956	ENSG00000167291	gene
MACS_peak_8957	ENSG00000167291	gene
MACS_peak_8958	ENSG00000167291	gene
MACS_peak_8959	ENSG00000173821	gene
MACS_peak_8961	ENSG00000141564	gene
MACS_peak_8962	ENSG00000141564	gene
MACS_peak_8963	ENSG00000141564	gene
MACS_peak_8964	ENSG00000141564	gene
MACS_peak_8965	ENSG00000175866	gene
MACS_peak_8966	ENSG00000141577	gene
MACS_peak_8970	ENSG00000169689	gene
MACS_peak_8971	ENSG00000169660	gene
MACS_peak_8972	ENSG00000141568	gene
MACS_peak_8973	ENSG00000141556	gene
MACS_peak_8974	ENSG00000141556	gene
MACS_peak_8975	ENSG00000175711	gene
MACS_peak_7972	ENSG00000241525	other
MACS_peak_7986	ENSG00000261848	other
MACS_peak_8001	ENSG00000284837	other
MACS_peak_8002	ENSG00000284837	other
MACS_peak_8003	ENSG00000284837	other
MACS_peak_8008	ENSG00000262943	other
MACS_peak_8008	ENSG00000215067	other
MACS_peak_8009	ENSG00000215067	other
MACS_peak_8009	ENSG00000267047	other
MACS_peak_8010	ENSG00000215067	other
MACS_peak_8010	ENSG00000267047	other
MACS_peak_8025	ENSG00000271851	other
MACS_peak_8034	ENSG00000273388	other
MACS_peak_8035	ENSG00000214970	other
MACS_peak_8035	ENSG00000272975	other
MACS_peak_8055	ENSG00000236088	other
MACS_peak_8075	ENSG00000154874	other
MACS_peak_8079	ENSG00000279825	other
MACS_peak_8084	ENSG00000262319	other
MACS_peak_8092	ENSG00000263494	other
MACS_peak_8093	ENSG00000263494	other
MACS_peak_8094	ENSG00000154898	other
MACS_peak_8098	ENSG00000233098	other
MACS_peak_8099	ENSG00000233098	other
MACS_peak_8117	ENSG00000266736	other
MACS_peak_8118	ENSG00000266736	other
MACS_peak_8119	ENSG00000266736	other
MACS_peak_8120	ENSG00000285822	other
MACS_peak_8121	ENSG00000285822	other
MACS_peak_8122	ENSG00000285822	other
MACS_peak_8126	ENSG00000266433	other
MACS_peak_8131	ENSG00000266786	other
MACS_peak_8134	ENSG00000260019	other
MACS_peak_8135	ENSG00000267259	other
MACS_peak_8137	ENSG00000265480	other
MACS_peak_8152	ENSG00000214719	other
MACS_peak_8156	ENSG00000264458	other
MACS_peak_8157	ENSG00000264458	other
MACS_peak_8158	ENSG00000264458	other
MACS_peak_8159	ENSG00000264458	other
MACS_peak_8162	ENSG00000279668	other
MACS_peak_8169	ENSG00000276241	other
MACS_peak_8179	ENSG00000274487	other
MACS_peak_8204	ENSG00000266929	other
MACS_peak_8218	ENSG00000264589	other
MACS_peak_8226	ENSG00000263142	other
MACS_peak_8226	ENSG00000262879	other
MACS_peak_8227	ENSG00000263293	other
MACS_peak_8228	ENSG00000263293	other
MACS_peak_8230	ENSG00000228782	other
MACS_peak_8238	ENSG00000264019	other
MACS_peak_8238	ENSG00000263798	other
MACS_peak_8250	ENSG00000235300	other
MACS_peak_8255	ENSG00000233101	other
MACS_peak_8256	ENSG00000233101	other
MACS_peak_8257	ENSG00000272763	other
MACS_peak_8258	ENSG00000244649	other
MACS_peak_8259	ENSG00000244649	other
MACS_peak_8262	ENSG00000248278	other
MACS_peak_8263	ENSG00000248278	other
MACS_peak_8273	ENSG00000262039	other
MACS_peak_8274	ENSG00000262039	other
MACS_peak_8275	ENSG00000262039	other
MACS_peak_8276	ENSG00000250310	other
MACS_peak_8276	ENSG00000249906	other
MACS_peak_8278	ENSG00000250310	other
MACS_peak_8278	ENSG00000249906	other
MACS_peak_8285	ENSG00000236472	other
MACS_peak_8291	ENSG00000285829	other
MACS_peak_8292	ENSG00000229980	other
MACS_peak_8294	ENSG00000249870	other
MACS_peak_8298	ENSG00000249383	other
MACS_peak_8300	ENSG00000267452	other
MACS_peak_8314	ENSG00000263317	other
MACS_peak_8315	ENSG00000263317	other
MACS_peak_8320	ENSG00000285939	other
MACS_peak_8321	ENSG00000285939	other
MACS_peak_8322	ENSG00000285939	other
MACS_peak_8323	ENSG00000285939	other
MACS_peak_8324	ENSG00000285939	other
