Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Karyotype band
ENSG00000265841	21	18686090	18686164	q21.1
ENSG00000207086	2	9615267	9615373	p25.1
ENSG00000263354	18	67081584	67081686	q22.1
ENSG00000200150	14	100956240	100956312	q32.31
ENSG00000221065	15	34528290	34528371	q14
ENSG00000264614	3	185253210	185253272	q27.2
ENSG00000264099	5	72169467	72169540	q13.2
ENSG00000207722	19	53701227	53701287	q13.42
ENSG00000252115	7	116909877	116909964	q31.2
ENSG00000265180	3	5250177	5250255	p26.1
ENSG00000222412	10	31756042	31756136	p11.22
ENSG00000206987	15	32426288	32426420	q13.3
ENSG00000284334	7	75915197	75915269	q11.23
ENSG00000263963	5	134928039	134928112	q31.1
ENSG00000274621	17	40193597	40193663	q21.1
ENSG00000207087	2	43091388	43091494	p21
ENSG00000275798	CHR_HSCHR6_8_CTG1	32402558	32414973	
ENSG00000283569	2	151368334	151368411	q23.3
ENSG00000275789	3	52846463	52846552	p21.1
ENSG00000221771	8	127960633	127960695	q24.21
ENSG00000252017	3	282689	282792	p26.3
ENSG00000263762	8	10666978	10667070	p23.1
ENSG00000199030	21	16539828	16539911	q21.1
ENSG00000222909	10	34942969	34943075	p11.21
ENSG00000275863	19	55123225	55123292	q13.42
ENSG00000265829	4	60922619	60922684	q13.1
ENSG00000265873	9	88745836	88745905	q22.1
ENSG00000244632	3	62796124	62796419	p14.2
ENSG00000207780	22	17980868	17980961	q11.21
ENSG00000277713	9	130626297	130626363	q34.12
ENSG00000199169	4	112647874	112647941	q25
ENSG00000202373	15	25249198	25249279	q11.2
ENSG00000283335	9	128392621	128392708	q34.11
ENSG00000284029	19	55388181	55388242	q13.42
ENSG00000252199	21	9907916	9908010	p11.2
ENSG00000207926	3	52294219	52294308	p21.2
ENSG00000264105	4	159128802	159128894	q32.1
ENSG00000277120	X	2609191	2609254	p22.33
ENSG00000273932	9	133051996	133052059	q34.13
ENSG00000206927	16	18397937	18398036	p12.3
ENSG00000251829	17	15782341	15782455	p12
ENSG00000266109	2	239068817	239068914	q37.3
ENSG00000207927	4	112648183	112648251	q25
ENSG00000207198	4	41113942	41114045	p14
ENSG00000278571	6	158609707	158609790	q25.3
ENSG00000266328	X	55451495	55451582	p11.21
ENSG00000202498	1	215630026	215630117	q41
ENSG00000207696	22	37847678	37847774	q13.1
ENSG00000199035	5	168560896	168560973	q34
ENSG00000252211	19	58363438	58363562	q13.43
ENSG00000207628	X	8126965	8127061	p22.31
ENSG00000199797	22	28303754	28303850	q12.1
ENSG00000252066	15	53651977	53652123	q21.3
ENSG00000201288	3	127240968	127241074	q21.3
ENSG00000212240	6	28915645	28915744	p22.1
ENSG00000199080	6	52148923	52149041	p12.2
ENSG00000266396	3	75738280	75738363	p12.3
ENSG00000221494	X	84225752	84225828	q21.1
ENSG00000253057	5	111719769	111720061	q22.1
ENSG00000263514	6	140205252	140205326	q24.1
ENSG00000272232	9	70579163	70579461	q21.12
ENSG00000222715	X	114763184	114763263	q23
ENSG00000283274	14	16057472	16057622	p11.2
ENSG00000252317	1	240341385	240341477	q43
ENSG00000207013	5	86663144	86663250	q14.3
ENSG00000265333	3	195134506	195134580	q29
ENSG00000252688	2	133333829	133333930	q21.2
ENSG00000284321	8	9903388	9903472	p23.1
ENSG00000206640	1	185257911	185258015	q25.3
ENSG00000273742	5	1510762	1510856	p15.33
ENSG00000271986	6	73487590	73487877	q13
ENSG00000273519	CHR_HSCHR19LRC_LRC_T_CTG3_1	54813162	54813268	
ENSG00000284062	8	42896197	42896275	p11.21
ENSG00000202388	3	122025195	122025304	q13.33
ENSG00000201340	17	50696644	50696760	q21.33
ENSG00000241392	4	131720260	131720543	q28.3
ENSG00000275082	CHR_HSCHR19LRC_COX1_CTG3_1	54894315	54930171	
ENSG00000207495	13	69802940	69803041	q21.33
ENSG00000265112	9	89312225	89312306	q22.2
ENSG00000265828	6	166997807	166997912	q27
ENSG00000202206	2	195514036	195514142	q32.3
ENSG00000222148	13	49889634	49889728	q14.2
ENSG00000201178	17	32830219	32830329	q11.2
ENSG00000241529	3	113632704	113632998	q13.2
ENSG00000207563	9	95085208	95085304	q22.32
ENSG00000240927	15	101773238	101773513	q26.3
ENSG00000238680	18	66946116	66946222	q22.1
ENSG00000263892	9	35608094	35608159	p13.3
ENSG00000244404	3	25020166	25020463	p24.2
ENSG00000222069	1	103523562	103523879	p21.1
ENSG00000207357	19	1021522	1021628	p13.3
ENSG00000201048	6	10674658	10674768	p24.2
ENSG00000276124	9	129869605	129869671	q34.11
ENSG00000252260	18	77863464	77863567	q23
ENSG00000201666	X	28924069	28924138	p21.3
ENSG00000284499	X	134169378	134169452	q26.2
ENSG00000265284	X	6383906	6383963	p22.31
ENSG00000277049	9	41237440	41237557	p11.2
ENSG00000207046	14	37434469	37434573	q21.1
ENSG00000283568	20	29297095	29297246	q11.1
ENSG00000278825	9	39191100	39191360	p12
ENSG00000200211	13	95336106	95336201	q32.1
ENSG00000200999	4	26702309	26702388	p15.2
ENSG00000257770	CHR_HSCHR6_MHC_COX_CTG1	28526012	28534951	
ENSG00000199884	2	152284350	152284460	q23.3
ENSG00000206923	9	110903337	110903445	q31.3
ENSG00000207307	4	76532222	76532327	q21.1
ENSG00000274733	CHR_HSCHR6_MHC_MCF_CTG1	29064147	29076673	
ENSG00000252765	1	101133153	101133339	p21.2
ENSG00000200253	10	87041238	87041341	q23.2
ENSG00000240625	6	43036196	43036500	p21.1
ENSG00000202255	20	36668559	36668670	q11.23
ENSG00000206822	14	63621760	63621871	q23.2
ENSG00000277887	17	64146339	64146471	q23.3
ENSG00000252643	7	102834605	102834708	q22.1
ENSG00000276193	8	133668420	133668701	q24.22
ENSG00000252697	6	87083233	87083536	q14.3
ENSG00000252761	6	30932618	30932709	p21.33
ENSG00000223118	2	123869256	123869570	q14.3
ENSG00000252642	3	125058304	125058438	q21.2
ENSG00000206703	4	158794590	158794696	q32.1
ENSG00000276275	CHR_HSCHR8_5_CTG7	141453377	141453451	
ENSG00000207394	6	23124981	23125087	p22.3
ENSG00000201377	X	70396279	70396375	q13.1
ENSG00000252424	14	49552633	49552748	q21.3
ENSG00000238523	10	50590652	50590712	q11.23
ENSG00000200591	1	32639951	32640052	p35.1
ENSG00000201933	7	43096732	43096844	p14.1
ENSG00000240302	2	199901081	199901377	q33.1
ENSG00000276377	CHR_HSCHR15_3_CTG3	22431917	22432206	
ENSG00000223229	1	96695856	96696167	p21.3
ENSG00000276065	CHR_HSCHR19LRC_LRC_J_CTG3_1	55046861	55071420	
ENSG00000221459	X	47388649	47388777	p11.3
ENSG00000264092	8	16863196	16863496	p22
ENSG00000264341	1	5564071	5564143	p36.31
ENSG00000274230	12	97493178	97493286	q23.1
ENSG00000212368	4	76356610	76356715	q21.1
ENSG00000242794	1	232222866	232223145	q42.2
ENSG00000206687	18	797989	798135	p11.32
ENSG00000263360	16	82844455	82844757	q23.3
ENSG00000201483	6	7187582	7187686	p24.3
ENSG00000238649	17	28723429	28723492	q11.2
ENSG00000264400	19	35414881	35415149	q13.12
ENSG00000221230	11	94466495	94466580	q21
ENSG00000199827	2	175029769	175029877	q31.1
ENSG00000274504	CHR_HSCHR19LRC_LRC_T_CTG3_1	54988322	55007215	
ENSG00000222923	2	114420125	114420302	q14.1
ENSG00000206799	11	93730979	93731099	q21
ENSG00000251804	3	142407657	142407737	q23
ENSG00000221363	18	22130603	22130729	q11.2
ENSG00000222533	5	181301967	181302070	q35.3
ENSG00000243383	4	105293664	105293946	q24
ENSG00000199179	12	62603686	62603769	q14.1
ENSG00000212289	11	27521605	27521726	p14.1
ENSG00000275853	7	55731100	55731403	p11.2
ENSG00000200883	18	9249649	9249746	p11.22
ENSG00000251753	13	90781766	90781869	q31.3
ENSG00000222636	7	101058299	101058567	q22.1
ENSG00000199942	14	100976477	100976551	q32.31
ENSG00000200028	2	76772909	76773045	p12
ENSG00000252973	19	19232855	19232947	p13.11
ENSG00000202434	2	197404718	197404854	q33.1
ENSG00000284584	13	41568286	41568395	q14.11
ENSG00000206605	10	26790540	26790646	p12.1
ENSG00000200656	7	45105968	45106099	p13
ENSG00000200085	1	248029120	248029221	q44
ENSG00000239948	19	43660500	43660776	q13.31
ENSG00000200522	6	110722250	110722348	q21
ENSG00000265450	13	114273828	114273908	q34
ENSG00000222501	8	128010382	128010611	q24.21
ENSG00000284154	1	33332393	33332492	p35.1
ENSG00000277071	CHR_HSCHR19LRC_LRC_T_CTG3_1	54867507	54891503	
ENSG00000206688	15	25085385	25085476	q11.2
ENSG00000276132	CHR_HSCHR15_4_CTG8	29375114	29375225	
ENSG00000265707	CHR_HSCHR6_MHC_DBB_CTG1	31819261	31819327	
ENSG00000283279	14	101039690	101039755	q32.31
ENSG00000266755	CHR_HSCHR6_MHC_MCF_CTG1	31617447	31617524	
ENSG00000276861	2	89600571	89600680	p11.2
ENSG00000201255	17	30360463	30360566	q11.2
ENSG00000212161	1	159851906	159851972	q23.2
ENSG00000252900	Y	4174985	4175090	p11.2
ENSG00000265435	1	180438314	180438390	q25.3
ENSG00000199366	18	23582016	23582121	q11.2
ENSG00000264352	2	34809233	34809556	p22.3
ENSG00000265098	15	35926856	35926923	q14
ENSG00000274164	17	36491199	36491322	q12
ENSG00000253081	3	8364529	8364648	p25.3
ENSG00000277411	6	15522195	15522300	p22.3
ENSG00000201644	4	75662120	75662213	q21.1
ENSG00000263857	17	59366083	59366154	q22
ENSG00000265210	11	19575310	19575372	p15.1
ENSG00000212149	17	42940575	42940702	q21.31
ENSG00000275154	14	91714915	91715130	q32.12
ENSG00000222146	8	112148742	112148825	q23.3
ENSG00000275168	CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1	54868924	54869030	
ENSG00000276062	CHR_HSCHR15_3_CTG3	22611719	22611955	
ENSG00000283604	17	81125883	81125949	q25.3
ENSG00000242559	X	41683168	41683462	p11.4
ENSG00000263389	11	36010098	36010204	p13
ENSG00000241248	X	140085855	140086150	q27.1
ENSG00000199698	21	23432181	23432282	q21.2
ENSG00000200291	X	117914244	117914345	q24
ENSG00000207395	15	69406441	69406552	q23
ENSG00000252872	7	96377857	96377920	q21.3
ENSG00000239316	6	89478141	89478433	q15
ENSG00000207613	19	13874699	13874808	p13.12
ENSG00000207488	7	90251923	90252020	q21.13
ENSG00000264402	11	74399237	74399333	q13.4
ENSG00000206970	2	203782037	203782143	q33.2
ENSG00000238584	22	35249772	35249833	q12.3
ENSG00000198976	1	1169005	1169087	p36.33
ENSG00000274514	3	12576961	12577237	p25.2
ENSG00000207767	19	53756741	53756830	q13.42
ENSG00000252138	16	7726841	7726951	p13.3
ENSG00000199595	1	161699506	161699607	q23.3
ENSG00000284143	12	120723193	120723266	q24.31
ENSG00000277563	10	24255246	24255333	p12.2
ENSG00000199426	17	58666537	58666697	q22
ENSG00000207344	7	65065999	65066132	q11.21
ENSG00000252412	22	37013225	37013319	q12.3
ENSG00000264834	1	52928674	52928772	p32.3
ENSG00000200089	14	100993236	100993310	q32.31
ENSG00000266097	2	62205826	62205917	p15
ENSG00000199204	18	34001698	34001799	q12.1
ENSG00000283471	16	56904264	56904353	q13
ENSG00000276771	7	27098900	27099114	p15.2
ENSG00000206724	8	124260646	124260752	q24.13
ENSG00000207512	3	38505480	38505581	p22.2
ENSG00000240823	11	61444149	61444423	q12.2
ENSG00000276568	19	6928345	6928629	p13.2
ENSG00000201671	2	31228312	31228410	p23.1
ENSG00000264525	2	66358249	66358328	p14
ENSG00000208033	10	104218789	104218883	q25.1
ENSG00000283364	17	28861371	28861438	q11.2
ENSG00000207119	15	69457941	69458149	q23
ENSG00000207342	14	88840165	88840263	q31.3
ENSG00000200753	7	20377331	20377401	p21.1
ENSG00000252651	3	73092148	73092257	p13
ENSG00000263828	2	225010461	225010540	q36.2
ENSG00000276183	13	18418526	18418632	q11
ENSG00000207016	2	69520043	69520174	p13.3
ENSG00000211514	17	59137758	59137872	q22
ENSG00000264201	12	48771975	48772037	q13.12
ENSG00000199782	15	25185631	25185712	q11.2
ENSG00000206880	1	168263375	168263481	q24.2
ENSG00000244425	22	23879493	23879790	q11.23
ENSG00000206833	16	57830536	57830642	q21
ENSG00000275334	3	50227436	50227490	p21.31
ENSG00000221493	18	21683510	21683597	q11.2
ENSG00000202363	3	39411054	39411206	p22.1
ENSG00000262922	CHR_HSCHR5_1_CTG5	162477891	162477993	
ENSG00000276696	15	56634038	56634167	q21.3
ENSG00000222356	9	111996635	111996739	q31.3
ENSG00000280889	CHR_HG2030_PATCH	133349544	133349618	
ENSG00000280494	14	75604209	75604261	q24.3
ENSG00000283474	3	170423103	170423162	q26.2
ENSG00000284272	19	2250639	2250718	p13.3
ENSG00000206901	2	139511424	139511555	q22.1
ENSG00000274420	3	47818005	47818128	p21.31
ENSG00000283791	11	65444458	65444557	q13.1
ENSG00000201302	9	127448501	127448630	q33.3
ENSG00000278696	15	30800160	30800396	q13.2
ENSG00000199151	14	100874493	100874585	q32.2
ENSG00000239153	11	115627082	115627185	q23.3
ENSG00000261709	15	45214906	45215033	q21.1
ENSG00000223174	14	76890263	76890613	q24.3
ENSG00000265850	3	197293878	197293948	q29
ENSG00000239221	17	16191832	16192151	p11.2
ENSG00000273898	19	49009906	49009972	q13.33
ENSG00000200436	X	112661657	112661768	q23
ENSG00000283998	12	94834398	94834513	q22
ENSG00000265623	4	143343460	143343535	q31.21
ENSG00000206597	11	62665422	62665570	q12.3
ENSG00000212414	8	100004583	100004649	q22.2
ENSG00000275411	15	74840642	74840707	q24.1
ENSG00000252158	8	131432776	131432869	q24.22
ENSG00000206854	13	60789560	60789661	q21.2
ENSG00000265057	2	32635255	32635331	p22.3
ENSG00000206805	17	48479097	48479198	q21.32
ENSG00000201954	10	76260800	76260903	q22.3
ENSG00000252779	2	171856566	171856670	q31.1
ENSG00000206847	11	129030459	129030572	q24.3
ENSG00000221479	12	97491909	97491978	q23.1
ENSG00000222225	11	152999	153102	p15.5
ENSG00000278438	4	146408583	146408688	q31.22
ENSG00000265452	2	53849122	53849205	p16.2
ENSG00000212459	1	90253456	90253559	p22.2
ENSG00000207644	19	53669157	53669254	q13.42
ENSG00000264767	20	38098414	38098700	q11.23
ENSG00000284000	5	8460925	8460999	p15.31
ENSG00000252868	15	29233868	29233979	q13.1
ENSG00000252604	4	154790291	154790484	q32.1
ENSG00000283768	12	119713634	119713724	q24.23
ENSG00000221564	12	64939023	64939117	q14.3
ENSG00000252578	1	23163953	23164053	p36.12
ENSG00000212333	6	114220681	114220786	q22.1
ENSG00000274059	1	207708898	207708981	q32.2
ENSG00000283726	3	49806137	49806245	p21.31
ENSG00000277777	21	5597390	5597490	p12
ENSG00000222958	6	166509354	166509433	q27
ENSG00000252246	2	33332898	33333007	p22.3
ENSG00000264370	2	12737367	12737444	p24.3
ENSG00000207781	14	65471102	65471186	q23.3
ENSG00000200049	4	143309466	143309566	q31.21
ENSG00000278658	3	129272146	129272243	q21.3
ENSG00000274878	13	50049591	50049663	q14.2
ENSG00000265894	4	56805834	56806131	q12
ENSG00000238503	2	12030303	12030372	p24.3
ENSG00000222321	X	114651544	114651623	q23
ENSG00000206717	6	34821445	34821542	p21.31
ENSG00000252979	19	53766534	53766632	q13.42
ENSG00000222675	3	157173918	157174040	q25.31
ENSG00000238427	3	160472348	160472416	q25.33
ENSG00000221240	2	179860836	179860908	q31.3
ENSG00000221656	16	2090195	2090284	p13.3
ENSG00000207215	8	97358265	97358478	q22.1
ENSG00000207931	4	114656759	114656854	q26
ENSG00000221463	X	118386394	118386471	q24
ENSG00000212293	13	32420390	32420516	q13.1
ENSG00000276645	1	33029232	33029576	p35.1
ENSG00000252311	16	85781775	85781899	q24.1
ENSG00000202334	7	114613787	114613906	q31.1
ENSG00000273776	16	3485381	3485469	p13.3
ENSG00000266354	2	212926257	212926336	q34
ENSG00000221296	4	173268160	173268233	q34.1
ENSG00000199905	9	107475036	107475139	q31.2
ENSG00000265486	10	76242022	76242301	q22.3
ENSG00000266113	CHR_HSCHR6_MHC_DBB_CTG1	31760998	31761086	
ENSG00000222414	10	101364845	101365035	q24.32
ENSG00000222145	6	88714242	88714430	q15
ENSG00000273725	11	9279532	9279816	p15.4
ENSG00000207237	1	25964197	25964300	p36.11
ENSG00000222858	17	29641611	29641702	q11.2
ENSG00000278581	17	64780759	64780824	q24.1
ENSG00000222477	11	65147584	65147778	q13.1
ENSG00000207619	5	169263601	169263694	q35.1
ENSG00000253026	6	53153795	53153898	p12.1
ENSG00000264139	22	49543393	49543466	q13.33
ENSG00000276036	17	38731802	38731920	q12
ENSG00000201412	10	92710499	92710608	q23.33
ENSG00000223212	7	141052249	141052409	q34
ENSG00000275625	X	74281703	74281849	q13.2
ENSG00000275518	18	3885353	3885432	p11.31
ENSG00000264415	CHR_HSCHR6_MHC_QBL_CTG1	30853833	30854135	
ENSG00000206599	19	49764524	49764630	q13.33
ENSG00000274263	9	111271156	111271214	q31.3
ENSG00000222649	6	119057880	119057974	q22.31
ENSG00000275987	KI270713.1	30437	30580	
ENSG00000273744	6	106271634	106271720	q21
ENSG00000207933	1	156420341	156420429	q22
ENSG00000265433	3	116850277	116850367	q13.31
ENSG00000238498	22	42076058	42076161	q13.2
ENSG00000223223	11	59706057	59706383	q12.1
ENSG00000207814	9	120244979	120245050	q33.2
ENSG00000207861	19	53742512	53742599	q13.42
ENSG00000277642	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1	54868977	54869083	
ENSG00000251982	2	217251556	217251875	q35
ENSG00000281822	CHR_HG126_PATCH	72577040	72577203	
ENSG00000284035	1	161227186	161227261	q23.3
ENSG00000222733	13	58527655	58527751	q21.1
ENSG00000199780	4	59533786	59533898	q13.1
ENSG00000266180	6	72967687	72967753	q13
ENSG00000252822	1	236060677	236060772	q42.3
ENSG00000251967	3	46650510	46650590	p21.31
ENSG00000264268	X	7147860	7147937	p22.31
ENSG00000284049	22	22822776	22822871	q11.22
ENSG00000277864	15	82755945	82756071	q25.2
ENSG00000274660	10	100666695	100667009	q24.31
ENSG00000276767	CHR_HSCHR15_1_CTG8	28535771	28536060	
ENSG00000274450	1	146862729	146862845	q21.1
ENSG00000206951	2	32945339	32945451	p22.3
ENSG00000284519	1	225922080	225922142	q42.12
ENSG00000251897	18	6936912	6937020	p11.31
ENSG00000283797	7	130877459	130877539	q32.3
ENSG00000277794	13	40730981	40731253	q14.11
ENSG00000278799	3	48549961	48550021	p21.31
ENSG00000207355	20	24974171	24974280	p11.21
ENSG00000252999	14	20090130	20090227	q11.2
ENSG00000275878	7	66980120	66980410	q11.21
ENSG00000278048	17	43251829	43252019	q21.31
ENSG00000238658	17	78066947	78067053	q25.3
ENSG00000283272	CHR_HG2022_PATCH	91356877	91357036	
ENSG00000276643	6	166099853	166099924	q27
ENSG00000199508	2	164858432	164858546	q24.3
ENSG00000284277	10	30368597	30368665	p11.23
ENSG00000281426	3	60617805	60617870	p14.2
ENSG00000253055	16	35750061	35750175	p11.1
ENSG00000284147	8	95072911	95072996	q22.1
ENSG00000241665	3	69769487	69769773	p13
ENSG00000275219	17	43296425	43296615	q21.31
ENSG00000278554	3	73959642	73959927	p13
ENSG00000200855	11	108084913	108085014	q22.3
ENSG00000280554	15	66502019	66502089	q22.31
ENSG00000201715	5	17345616	17345955	p15.1
ENSG00000265924	5	135802985	135803075	q31.1
ENSG00000278242	Y	25458926	25459184	q11.23
ENSG00000199349	1	206747980	206748092	q32.1
ENSG00000277958	1	29041199	29041480	p35.3
ENSG00000283788	10	104048089	104048186	q25.1
ENSG00000206859	17	17170083	17170189	p11.2
ENSG00000200807	2	60384605	60384763	p16.1
ENSG00000277474	X	53198889	53198945	p11.22
ENSG00000252414	2	64578892	64578997	p14
ENSG00000252301	3	63545440	63545535	p14.2
ENSG00000263926	6	37555365	37555422	p21.2
ENSG00000207099	12	65095749	65095855	q14.3
ENSG00000221754	14	77266218	77266290	q24.3
ENSG00000201201	16	67321658	67321987	q22.1
ENSG00000207450	8	47805079	47805179	q11.21
ENSG00000274409	7	96965302	96965481	q21.3
ENSG00000207411	2	43620878	43620984	p21
ENSG00000200170	10	72220752	72220852	q22.1
ENSG00000284107	X	134169671	134169766	q26.2
ENSG00000242699	2	29681027	29681323	p23.2
ENSG00000238490	6	108060818	108060930	q21
ENSG00000231587	9	131490486	131490571	q34.13
ENSG00000206952	16	58559796	58559929	q21
ENSG00000265725	6	120015179	120015257	q22.31
ENSG00000200097	10	35250959	35251052	p11.21
ENSG00000199020	14	101045920	101045994	q32.31
ENSG00000207083	16	69175671	69175777	q22.1
ENSG00000281159	2	130929762	130929883	q21.1
ENSG00000264423	19	41190927	41191229	q13.2
ENSG00000200885	12	19724435	19724599	p12.3
ENSG00000199263	16	68474553	68474664	q22.1
ENSG00000222329	19	223158	223261	p13.3
ENSG00000283923	7	117020211	117020319	q31.2
ENSG00000239185	2	117139715	117139775	q14.1
ENSG00000223015	11	87606783	87606885	q14.2
ENSG00000276653	2	25058032	25058329	p23.3
ENSG00000277512	17	16441226	16441298	p11.2
ENSG00000201432	7	36337667	36337778	p14.2
ENSG00000221792	15	43793659	43793759	q15.3
ENSG00000223318	2	164895677	164895777	q24.3
ENSG00000200225	14	20414987	20415098	q11.2
ENSG00000252540	20	49794811	49794914	q13.13
ENSG00000264744	9	134849298	134849369	q34.3
ENSG00000222398	15	43602543	43602648	q15.3
ENSG00000206827	18	22647582	22647688	q11.2
ENSG00000274505	16	11753666	11753948	p13.13
ENSG00000202082	5	126553302	126553402	q23.2
ENSG00000202336	16	68017710	68017817	q22.1
ENSG00000252734	19	53732981	53733083	q13.42
ENSG00000266593	15	51242190	51242264	q21.2
ENSG00000222240	1	188155839	188156180	q31.1
ENSG00000266747	CHR_HSCHR6_MHC_MANN_CTG1	31445150	31445248	
ENSG00000223203	6	143449809	143449911	q24.2
ENSG00000212013	X	147258760	147258850	q27.3
ENSG00000276494	11	2674625	2674740	p15.5
ENSG00000239128	3	47250523	47250626	p21.31
ENSG00000206719	8	113950886	113950998	q23.3
ENSG00000239679	4	43863274	43863549	p13
ENSG00000199332	6	31402152	31402250	p21.33
ENSG00000238728	16	15010321	15010397	p13.11
ENSG00000201027	14	89621918	89622207	q32.11
ENSG00000222162	11	13353208	13353523	p15.3
ENSG00000252271	16	58384442	58384542	q21
ENSG00000200703	3	87742543	87742649	p11.2
ENSG00000206756	10	74551392	74551493	q22.2
ENSG00000273835	15	25193321	25193402	q11.2
ENSG00000200799	6	108392073	108392177	q21
ENSG00000201885	7	77013583	77013684	q11.23
ENSG00000265178	17	39726495	39726561	q12
ENSG00000264549	5	181243312	181243379	q35.3
ENSG00000274848	16	30816030	30816302	p11.2
ENSG00000276891	15	28387196	28387485	q13.1
ENSG00000212421	9	87260450	87260585	q21.33
ENSG00000252677	18	21711950	21712119	q11.2
ENSG00000222209	1	118264372	118264489	p12
